sample_id,dataset,drug_id,drug_name,cell_context,cell_type,cell_line,tissue,batch,dose,time,condition,control_sample_id,source_file,source_split,split,control
"Myeloid cells, Atorvastatin",openproblems_neurips2023,Atorvastatin,Atorvastatin,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Clomipramine",openproblems_neurips2023,Clomipramine,Clomipramine,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Clomipramine",openproblems_neurips2023,Clomipramine,Clomipramine,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Ixabepilone",openproblems_neurips2023,Ixabepilone,Ixabepilone,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Ixabepilone",openproblems_neurips2023,Ixabepilone,Ixabepilone,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Protriptyline",openproblems_neurips2023,Protriptyline,Protriptyline,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Protriptyline",openproblems_neurips2023,Protriptyline,Protriptyline,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Phenylbutazone",openproblems_neurips2023,Phenylbutazone,Phenylbutazone,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Phenylbutazone",openproblems_neurips2023,Phenylbutazone,Phenylbutazone,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, K-02288",openproblems_neurips2023,K-02288,K-02288,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, K-02288",openproblems_neurips2023,K-02288,K-02288,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, BMS-777607",openproblems_neurips2023,BMS-777607,BMS-777607,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, BMS-777607",openproblems_neurips2023,BMS-777607,BMS-777607,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Vorinostat",openproblems_neurips2023,Vorinostat,Vorinostat,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Vorinostat",openproblems_neurips2023,Vorinostat,Vorinostat,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Ruxolitinib",openproblems_neurips2023,Ruxolitinib,Ruxolitinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Ruxolitinib",openproblems_neurips2023,Ruxolitinib,Ruxolitinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, AVL-292",openproblems_neurips2023,AVL-292,AVL-292,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, AVL-292",openproblems_neurips2023,AVL-292,AVL-292,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Trametinib",openproblems_neurips2023,Trametinib,Trametinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Trametinib",openproblems_neurips2023,Trametinib,Trametinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Sgc-cbp30",openproblems_neurips2023,Sgc-cbp30,Sgc-cbp30,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Sgc-cbp30",openproblems_neurips2023,Sgc-cbp30,Sgc-cbp30,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Chlorpheniramine",openproblems_neurips2023,Chlorpheniramine,Chlorpheniramine,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Chlorpheniramine",openproblems_neurips2023,Chlorpheniramine,Chlorpheniramine,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, BAY 61-3606",openproblems_neurips2023,BAY 61-3606,BAY 61-3606,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, BAY 61-3606",openproblems_neurips2023,BAY 61-3606,BAY 61-3606,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, LY2090314",openproblems_neurips2023,LY2090314,LY2090314,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, LY2090314",openproblems_neurips2023,LY2090314,LY2090314,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Vardenafil",openproblems_neurips2023,Vardenafil,Vardenafil,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Vardenafil",openproblems_neurips2023,Vardenafil,Vardenafil,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Dasatinib",openproblems_neurips2023,Dasatinib,Dasatinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Dasatinib",openproblems_neurips2023,Dasatinib,Dasatinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, AT13387",openproblems_neurips2023,AT13387,AT13387,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, AT13387",openproblems_neurips2023,AT13387,AT13387,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Perhexiline",openproblems_neurips2023,Perhexiline,Perhexiline,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Perhexiline",openproblems_neurips2023,Perhexiline,Perhexiline,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, RVX-208",openproblems_neurips2023,RVX-208,RVX-208,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, RVX-208",openproblems_neurips2023,RVX-208,RVX-208,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Ketoconazole",openproblems_neurips2023,Ketoconazole,Ketoconazole,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Ketoconazole",openproblems_neurips2023,Ketoconazole,Ketoconazole,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Disulfiram",openproblems_neurips2023,Disulfiram,Disulfiram,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Disulfiram",openproblems_neurips2023,Disulfiram,Disulfiram,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Flutamide",openproblems_neurips2023,Flutamide,Flutamide,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Flutamide",openproblems_neurips2023,Flutamide,Flutamide,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Desloratadine",openproblems_neurips2023,Desloratadine,Desloratadine,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Desloratadine",openproblems_neurips2023,Desloratadine,Desloratadine,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, BMS-536924",openproblems_neurips2023,BMS-536924,BMS-536924,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, BMS-536924",openproblems_neurips2023,BMS-536924,BMS-536924,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, IKK Inhibitor VII",openproblems_neurips2023,IKK Inhibitor VII,IKK Inhibitor VII,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, IKK Inhibitor VII",openproblems_neurips2023,IKK Inhibitor VII,IKK Inhibitor VII,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Amiodarone",openproblems_neurips2023,Amiodarone,Amiodarone,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Amiodarone",openproblems_neurips2023,Amiodarone,Amiodarone,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, IMD-0354",openproblems_neurips2023,IMD-0354,IMD-0354,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, IMD-0354",openproblems_neurips2023,IMD-0354,IMD-0354,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Canertinib",openproblems_neurips2023,Canertinib,Canertinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Alogliptin",openproblems_neurips2023,Alogliptin,Alogliptin,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Alogliptin",openproblems_neurips2023,Alogliptin,Alogliptin,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, RN-486",openproblems_neurips2023,RN-486,RN-486,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, RN-486",openproblems_neurips2023,RN-486,RN-486,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Decitabine",openproblems_neurips2023,Decitabine,Decitabine,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Decitabine",openproblems_neurips2023,Decitabine,Decitabine,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Cabozantinib",openproblems_neurips2023,Cabozantinib,Cabozantinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Cabozantinib",openproblems_neurips2023,Cabozantinib,Cabozantinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Defactinib",openproblems_neurips2023,Defactinib,Defactinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Defactinib",openproblems_neurips2023,Defactinib,Defactinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, AZD3514",openproblems_neurips2023,AZD3514,AZD3514,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, AZD3514",openproblems_neurips2023,AZD3514,AZD3514,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, HMN-214",openproblems_neurips2023,HMN-214,HMN-214,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, HMN-214",openproblems_neurips2023,HMN-214,HMN-214,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, CC-401",openproblems_neurips2023,CC-401,CC-401,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, CC-401",openproblems_neurips2023,CC-401,CC-401,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Resminostat",openproblems_neurips2023,Resminostat,Resminostat,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Resminostat",openproblems_neurips2023,Resminostat,Resminostat,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Nilotinib",openproblems_neurips2023,Nilotinib,Nilotinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Nilotinib",openproblems_neurips2023,Nilotinib,Nilotinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, OSI-930",openproblems_neurips2023,OSI-930,OSI-930,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, OSI-930",openproblems_neurips2023,OSI-930,OSI-930,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Saracatinib",openproblems_neurips2023,Saracatinib,Saracatinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Saracatinib",openproblems_neurips2023,Saracatinib,Saracatinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, RG7112",openproblems_neurips2023,RG7112,RG7112,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, RG7112",openproblems_neurips2023,RG7112,RG7112,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Lamivudine",openproblems_neurips2023,Lamivudine,Lamivudine,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Lamivudine",openproblems_neurips2023,Lamivudine,Lamivudine,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, AZD-8330",openproblems_neurips2023,AZD-8330,AZD-8330,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, AZD-8330",openproblems_neurips2023,AZD-8330,AZD-8330,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Ceritinib",openproblems_neurips2023,Ceritinib,Ceritinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Ceritinib",openproblems_neurips2023,Ceritinib,Ceritinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, CGM-097",openproblems_neurips2023,CGM-097,CGM-097,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, CGM-097",openproblems_neurips2023,CGM-097,CGM-097,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, SLx-2119",openproblems_neurips2023,SLx-2119,SLx-2119,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, SLx-2119",openproblems_neurips2023,SLx-2119,SLx-2119,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Nefazodone",openproblems_neurips2023,Nefazodone,Nefazodone,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Nefazodone",openproblems_neurips2023,Nefazodone,Nefazodone,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, TPCA-1",openproblems_neurips2023,TPCA-1,TPCA-1,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, TPCA-1",openproblems_neurips2023,TPCA-1,TPCA-1,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, MGCD-265",openproblems_neurips2023,MGCD-265,MGCD-265,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, MGCD-265",openproblems_neurips2023,MGCD-265,MGCD-265,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, GSK-1070916",openproblems_neurips2023,GSK-1070916,GSK-1070916,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, GSK-1070916",openproblems_neurips2023,GSK-1070916,GSK-1070916,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Bosutinib",openproblems_neurips2023,Bosutinib,Bosutinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Bosutinib",openproblems_neurips2023,Bosutinib,Bosutinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Clemastine",openproblems_neurips2023,Clemastine,Clemastine,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Clemastine",openproblems_neurips2023,Clemastine,Clemastine,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, YK 4-279",openproblems_neurips2023,YK 4-279,YK 4-279,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, YK 4-279",openproblems_neurips2023,YK 4-279,YK 4-279,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Buspirone",openproblems_neurips2023,Buspirone,Buspirone,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Buspirone",openproblems_neurips2023,Buspirone,Buspirone,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, GSK256066",openproblems_neurips2023,GSK256066,GSK256066,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, GSK256066",openproblems_neurips2023,GSK256066,GSK256066,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Vandetanib",openproblems_neurips2023,Vandetanib,Vandetanib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Vandetanib",openproblems_neurips2023,Vandetanib,Vandetanib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Imatinib",openproblems_neurips2023,Imatinib,Imatinib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Imatinib",openproblems_neurips2023,Imatinib,Imatinib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, SCH-58261",openproblems_neurips2023,SCH-58261,SCH-58261,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, SCH-58261",openproblems_neurips2023,SCH-58261,SCH-58261,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Colforsin",openproblems_neurips2023,Colforsin,Colforsin,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Colforsin",openproblems_neurips2023,Colforsin,Colforsin,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Tosedostat",openproblems_neurips2023,Tosedostat,Tosedostat,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Tosedostat",openproblems_neurips2023,Tosedostat,Tosedostat,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, ABT-199 (GDC-0199)",openproblems_neurips2023,ABT-199 (GDC-0199),ABT-199 (GDC-0199),B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, ABT-199 (GDC-0199)",openproblems_neurips2023,ABT-199 (GDC-0199),ABT-199 (GDC-0199),Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Mometasone Furoate",openproblems_neurips2023,Mometasone Furoate,Mometasone Furoate,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Mometasone Furoate",openproblems_neurips2023,Mometasone Furoate,Mometasone Furoate,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Tipifarnib",openproblems_neurips2023,Tipifarnib,Tipifarnib,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Tipifarnib",openproblems_neurips2023,Tipifarnib,Tipifarnib,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, Doxorubicin",openproblems_neurips2023,Doxorubicin,Doxorubicin,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, Doxorubicin",openproblems_neurips2023,Doxorubicin,Doxorubicin,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, PF-03814735",openproblems_neurips2023,PF-03814735,PF-03814735,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"Myeloid cells, PF-03814735",openproblems_neurips2023,PF-03814735,PF-03814735,Myeloid cells,Myeloid cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
"B cells, AZD4547",openproblems_neurips2023,AZD4547,AZD4547,B cells,B cells,PBMC,blood,de_test:private_test,not_available_in_de_h5ad,24h,treated,,de_test.h5ad,de_test,private_test,False
